TPropertyName	TPropertyValue	TThumbPath	TLabel	TCategory	TCategory2	TPath	TParentDir	TTags	TDescription	TParameter	TComment
bdsqlsz_controlllite_xl_softedge.safetensors	bdsqlsz_controlllite_xl_softedge.safetensors		bdsqlsz_controlllite_xl_softedge.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_softedge.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_t2i-adapter_color_shuffle.safetensors	bdsqlsz_controlllite_xl_t2i-adapter_color_shuffle.safetensors		bdsqlsz_controlllite_xl_t2i-adapter_color_shuffle.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_t2i-adapter_color_shuffle.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_tile_anime_alpha.safetensors	bdsqlsz_controlllite_xl_tile_anime_alpha.safetensors		bdsqlsz_controlllite_xl_tile_anime_alpha.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_tile_anime_alpha.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_tile_anime_beta.safetensors	bdsqlsz_controlllite_xl_tile_anime_beta.safetensors		bdsqlsz_controlllite_xl_tile_anime_beta.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_tile_anime_beta.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_tile_realistic.safetensors	bdsqlsz_controlllite_xl_tile_realistic.safetensors		bdsqlsz_controlllite_xl_tile_realistic.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_tile_realistic.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
controlnetxlCNXL_bdsqlszCanny.safetensors	controlnetxlCNXL_bdsqlszCanny.safetensors		controlnetxlCNXL_bdsqlszCanny.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\controlnetxlCNXL_bdsqlszCanny.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
controlnetxlCNXL_bdsqlszLineart.safetensors	controlnetxlCNXL_bdsqlszLineart.safetensors		controlnetxlCNXL_bdsqlszLineart.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\controlnetxlCNXL_bdsqlszLineart.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
controlnetxlCNXL_bdsqlszOpenpose.safetensors	controlnetxlCNXL_bdsqlszOpenpose.safetensors		controlnetxlCNXL_bdsqlszOpenpose.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\controlnetxlCNXL_bdsqlszOpenpose.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
controlnetxlCNXL_kataragiLineart.safetensors	controlnetxlCNXL_kataragiLineart.safetensors		controlnetxlCNXL_kataragiLineart.safetensors	ControlNet	SDXL_kataragi	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_kataragi\controlnetxlCNXL_kataragiLineart.safetensors	models\ControlNet\SDXL_kataragi	SDXL_kataragi	=> LoadfromJson(filePath);		
7_model.pth	7_model.pth		7_model.pth	SDXL_bdsqlsz	Annotators	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\Annotators\7_model.pth	models\ControlNet\SDXL_bdsqlsz\Annotators	Annotators	=> LoadfromJson(filePath);		
dsine.pt	dsine.pt		dsine.pt	SDXL_bdsqlsz	Annotators	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\Annotators\dsine.pt	models\ControlNet\SDXL_bdsqlsz\Annotators	Annotators	=> LoadfromJson(filePath);		
UNet.pth	UNet.pth		UNet.pth	SDXL_bdsqlsz	Annotators	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\Annotators\UNet.pth	models\ControlNet\SDXL_bdsqlsz\Annotators	Annotators	=> LoadfromJson(filePath);		
